MID,SkillIndex,StartSuperArmor,SkillName,SkillNeedClass,SkillTreeSlotIndex,SkillLevel,FeeMP,RequireWeapon1,RequireWeapon2,weapon 1,weapon 2,SkillType,DurationType,TargetType,SkillTypeInfo,SkillCooldown,SkillMaxLevel,RequireCharLevel,RequiredSkill_1,RequiredSkill_1_name,RequiredSkill_1_lvl,RequiredSkill_2,RequiredSkill_2_name,RequiredSkill_2_lvl,RequiredSkill_3,RequiredSkill_3_name,RequiredSkill_3_lvl,class0,class1,class2,RequireClass0SP,RequireClass1SP,RequireClass2SP,RequireSP,ChangeSkillIndex,SkillExplanationID,SkillExplanationAll,SkillExplanation,SkillExplanationPara,SPMaxLevel,IconImageIndex,Element
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,1,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,1,,,0,,,0,,,0,SORCERESS,,,0,0,0,0,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 113%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,113FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,2,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,4,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 115%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,115FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,3,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,7,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 117%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,117FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,4,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,10,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 119%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,119FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,5,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,13,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 122%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,122FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,6,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,16,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 140%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,140FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,7,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,19,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 142%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,142FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,8,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,22,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 144%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,144FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,9,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,25,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 146%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,146FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,10,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,28,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 148%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,148FUCK5FUCK5,2,401,Fire
1000002607,2002,0.10000000149011612,Fire Burst,SORCERESS,0,11,0.0,-1,-1,,,0,2,1,Debuff,7.0,29,31,,,0,,,0,,,0,SORCERESS,,,0,0,0,1,,1000096227,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: 166%\nBurn Attacks: 5\nDamage per Burn: 5%,Shoots a burst of flame in front of you. You control the direction of the attack. Effective against knocked down enemies. \n#yFire Magic\nDamage: {5}%\nBurn Attacks: {6}\nDamage per Burn: {7}%,166FUCK5FUCK5,2,401,Fire
