MID,SkillIndex,StartSuperArmor,SkillName,SkillNeedClass,SkillTreeSlotIndex,SkillLevel,FeeMP,RequireWeapon1,RequireWeapon2,weapon 1,weapon 2,SkillType,DurationType,TargetType,SkillTypeInfo,SkillCooldown,SkillMaxLevel,RequireCharLevel,RequiredSkill_1,RequiredSkill_1_name,RequiredSkill_1_lvl,RequiredSkill_2,RequiredSkill_2_name,RequiredSkill_2_lvl,RequiredSkill_3,RequiredSkill_3_name,RequiredSkill_3_lvl,class0,class1,class2,RequireClass0SP,RequireClass1SP,RequireClass2SP,RequireSP,ChangeSkillIndex,SkillExplanationID,SkillExplanationAll,SkillExplanation,SkillExplanationPara,SPMaxLevel,IconImageIndex,Element
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,1,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,32,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,2,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,35,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,3,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,38,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,4,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,41,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,5,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,44,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,6,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,47,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,7,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,50,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,8,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,53,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,9,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,56,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,10,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,59,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,11,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,62,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,12,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,65,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,13,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,68,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,14,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,71,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000093688,3360,0.0,Electric Smite EX Instant,PALADIN,,15,0.0,11,12,Mace,Flail,0,2,1,Debuff,27.0,15,74,,,,,,,,,,CLERIC,PALADIN,,,,,0,,1000093714,Electric Smite can be used quickly.,Electric Smite can be used quickly.,,0,633,Light
1000075495,3559,0.0,Consecrated Grand Cross,INQUISITOR,,1,0.0,13,-1,Wand,,0,0,1,Instant,15.0,18,24,,,,,,,,,,CLERIC,PRIEST,INQUISITOR,,,,3,,1000092290,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: 473%,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: {5}%,473,11,609,Light
1000075495,3559,0.0,Consecrated Grand Cross,INQUISITOR,,2,0.0,13,-1,Wand,,0,0,1,Instant,15.0,18,27,,,,,,,,,,CLERIC,PRIEST,INQUISITOR,,,,1,,1000092290,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: 481%,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: {5}%,481,11,609,Light
1000075495,3559,0.0,Consecrated Grand Cross,INQUISITOR,,3,0.0,13,-1,Wand,,0,0,1,Instant,15.0,18,30,,,,,,,,,,CLERIC,PRIEST,INQUISITOR,,,,1,,1000092290,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: 489%,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: {5}%,489,11,609,Light
1000075495,3559,0.0,Consecrated Grand Cross,INQUISITOR,,4,0.0,13,-1,Wand,,0,0,1,Instant,15.0,18,33,,,,,,,,,,CLERIC,PRIEST,INQUISITOR,,,,1,,1000092290,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: 496%,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: {5}%,496,11,609,Light
1000075495,3559,0.0,Consecrated Grand Cross,INQUISITOR,,5,0.0,13,-1,Wand,,0,0,1,Instant,15.0,18,36,,,,,,,,,,CLERIC,PRIEST,INQUISITOR,,,,1,,1000092290,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: 504%,Summons forth a powerful spirit sword of light that can be shot in any direction. Effective on knocked down enemies. \n#yLight Magic\nMagic Damage: {5}%,504,11,609,Light
