MID,SkillIndex,StartSuperArmor,SkillName,SkillNeedClass,SkillTreeSlotIndex,SkillLevel,FeeMP,RequireWeapon1,RequireWeapon2,weapon 1,weapon 2,SkillType,DurationType,TargetType,SkillTypeInfo,SkillCooldown,SkillMaxLevel,RequireCharLevel,RequiredSkill_1,RequiredSkill_1_name,RequiredSkill_1_lvl,RequiredSkill_2,RequiredSkill_2_name,RequiredSkill_2_lvl,RequiredSkill_3,RequiredSkill_3_name,RequiredSkill_3_lvl,class0,class1,class2,RequireClass0SP,RequireClass1SP,RequireClass2SP,RequireSP,ChangeSkillIndex,SkillExplanationID,SkillExplanationAll,SkillExplanation,SkillExplanationPara,SPMaxLevel,IconImageIndex,Element
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,1,0.0,-1,-1,,,0,0,1,Instant,15.0,21,15,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,2,0.0,-1,-1,,,0,0,1,Instant,15.0,21,18,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,3,0.0,-1,-1,,,0,0,1,Instant,15.0,21,21,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,4,0.0,-1,-1,,,0,0,1,Instant,15.0,21,24,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,5,0.0,-1,-1,,,0,0,1,Instant,15.0,21,27,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,6,0.0,-1,-1,,,0,0,1,Instant,15.0,21,30,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,7,0.0,-1,-1,,,0,0,1,Instant,15.0,21,33,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,8,0.0,-1,-1,,,0,0,1,Instant,15.0,21,36,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,9,0.0,-1,-1,,,0,0,1,Instant,15.0,21,39,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,10,0.0,-1,-1,,,0,0,1,Instant,15.0,21,42,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,11,0.0,-1,-1,,,0,0,1,Instant,15.0,21,45,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,12,0.0,-1,-1,,,0,0,1,Instant,15.0,21,48,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,13,0.0,-1,-1,,,0,0,1,Instant,15.0,21,51,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
1000093684,2310,0.0,Fireball EX Instant,PYROMANCER,,14,0.0,-1,-1,,,0,0,1,Instant,15.0,21,54,,,,,,,,,,SORCERESS,ELEMENTALIST,PYROMANCER,,,,0,,1000093708,Third-tier Fireball can be used quickly.,Third-tier Fireball can be used quickly.,,0,400,Fire
