MID,SkillIndex,StartSuperArmor,SkillName,SkillNeedClass,SkillTreeSlotIndex,SkillLevel,FeeMP,RequireWeapon1,RequireWeapon2,weapon 1,weapon 2,SkillType,DurationType,TargetType,SkillTypeInfo,SkillCooldown,SkillMaxLevel,RequireCharLevel,RequiredSkill_1,RequiredSkill_1_name,RequiredSkill_1_lvl,RequiredSkill_2,RequiredSkill_2_name,RequiredSkill_2_lvl,RequiredSkill_3,RequiredSkill_3_name,RequiredSkill_3_lvl,class0,class1,class2,RequireClass0SP,RequireClass1SP,RequireClass2SP,RequireSP,ChangeSkillIndex,SkillExplanationID,SkillExplanationAll,SkillExplanation,SkillExplanationPara,SPMaxLevel,IconImageIndex,Element
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,1,0.0,-1,-1,,,0,0,1,Instant,14.0,17,26,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,2,0.0,-1,-1,,,0,0,1,Instant,14.0,17,29,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,3,0.0,-1,-1,,,0,0,1,Instant,14.0,17,32,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,4,0.0,-1,-1,,,0,0,1,Instant,14.0,17,35,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,5,0.0,-1,-1,,,0,0,1,Instant,14.0,17,38,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,6,0.0,-1,-1,,,0,0,1,Instant,14.0,17,41,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,7,0.0,-1,-1,,,0,0,1,Instant,14.0,17,44,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,8,0.0,-1,-1,,,0,0,1,Instant,14.0,17,47,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,9,0.0,-1,-1,,,0,0,1,Instant,14.0,17,50,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
1000096789,5310,6.0,리벤지 핸드 EX 인스턴트,DARKSUMMONER,,10,0.0,-1,-1,,,0,0,1,Instant,14.0,17,53,,,,,,,,,,KALI,SCREAMER,DARKSUMMONER,,,,0,,1000096792,빠르게 사용가능한 리벤지 핸드입니다.,빠르게 사용가능한 리벤지 핸드입니다.,,2,1626,Dark
