MID,SkillIndex,StartSuperArmor,SkillName,SkillNeedClass,SkillTreeSlotIndex,SkillLevel,FeeMP,RequireWeapon1,RequireWeapon2,weapon 1,weapon 2,SkillType,DurationType,TargetType,SkillTypeInfo,SkillCooldown,SkillMaxLevel,RequireCharLevel,RequiredSkill_1,RequiredSkill_1_name,RequiredSkill_1_lvl,RequiredSkill_2,RequiredSkill_2_name,RequiredSkill_2_lvl,RequiredSkill_3,RequiredSkill_3_name,RequiredSkill_3_lvl,class0,class1,class2,RequireClass0SP,RequireClass1SP,RequireClass2SP,RequireSP,ChangeSkillIndex,SkillExplanationID,SkillExplanationAll,SkillExplanation,SkillExplanationPara,SPMaxLevel,IconImageIndex,Element
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,1,0.0,16,-1,Cannon,,0,1,0,Buff,8.0,30,20,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,2,0.0,16,-1,Cannon,,0,1,0,Buff,7.5,30,25,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,3,0.0,16,-1,Cannon,,0,1,0,Buff,7.0,30,30,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,4,0.0,16,-1,Cannon,,0,1,0,Buff,6.5,30,35,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,5,0.0,16,-1,Cannon,,0,1,0,Buff,6.0,30,40,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,6,0.0,16,-1,Cannon,,0,1,0,Buff,5.5,30,45,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,7,0.0,16,-1,Cannon,,0,1,0,Buff,5.0,30,50,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,8,0.0,16,-1,Cannon,,0,1,0,Buff,4.5,30,55,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,9,0.0,16,-1,Cannon,,0,1,0,Buff,4.0,30,60,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,10,0.0,16,-1,Cannon,,0,1,0,Buff,3.5,30,65,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,11,0.0,16,-1,Cannon,,0,1,0,Buff,3.0,30,70,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,12,0.0,16,-1,Cannon,,0,1,0,Buff,2.5,30,75,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,13,0.0,16,-1,Cannon,,0,1,0,Buff,2.0,30,80,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,14,0.0,16,-1,Cannon,,0,1,0,Buff,2.0,30,85,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,15,0.0,16,-1,Cannon,,0,1,0,Buff,2.0,30,90,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,16,0.0,16,-1,Cannon,,0,1,0,Buff,2.0,30,95,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,17,0.0,16,-1,Cannon,,0,1,0,Buff,2.0,30,100,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,18,0.0,16,-1,Cannon,,0,1,0,Buff,5.0,30,105,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000093869,4310,0.0,Lock and Load + Instance,ENGINEER,,19,0.0,16,-1,Cannon,,0,1,0,Buff,5.0,30,110,,,,,,,,,,TINKERER,ENGINEER,,,,,0,,1000093961,Lock and Load can be quickly loaded.,Lock and Load can be quickly loaded.,,0,1486,None
1000094478,4360,4.0,포스 아웃 인스턴트,TINKERER,,1,0.0,-1,-1,,,0,0,1,Instant,7.0,17,8,,,,,,,,,,TINKERER,,,,,,0,,1000094480,회피용도로도 사용할 수 있는 포스 아웃입니다.,회피용도로도 사용할 수 있는 포스 아웃입니다.,,2,1404,None
1000094478,4360,4.0,포스 아웃 인스턴트,TINKERER,,2,0.0,-1,-1,,,0,0,1,Instant,7.0,17,13,,,,,,,,,,TINKERER,,,,,,0,,1000094480,회피용도로도 사용할 수 있는 포스 아웃입니다.,회피용도로도 사용할 수 있는 포스 아웃입니다.,,2,1404,None
1000094478,4360,4.0,포스 아웃 인스턴트,TINKERER,,3,0.0,-1,-1,,,0,0,1,Instant,7.0,17,18,,,,,,,,,,TINKERER,,,,,,0,,1000094480,회피용도로도 사용할 수 있는 포스 아웃입니다.,회피용도로도 사용할 수 있는 포스 아웃입니다.,,2,1404,None
1000094478,4360,4.0,포스 아웃 인스턴트,TINKERER,,4,0.0,-1,-1,,,0,0,1,Instant,7.0,17,23,,,,,,,,,,TINKERER,,,,,,0,,1000094480,회피용도로도 사용할 수 있는 포스 아웃입니다.,회피용도로도 사용할 수 있는 포스 아웃입니다.,,2,1404,None
1000094478,4360,4.0,포스 아웃 인스턴트,TINKERER,,5,0.0,-1,-1,,,0,0,1,Instant,7.0,17,28,,,,,,,,,,TINKERER,,,,,,0,,1000094480,회피용도로도 사용할 수 있는 포스 아웃입니다.,회피용도로도 사용할 수 있는 포스 아웃입니다.,,2,1404,None
1000094478,4360,4.0,포스 아웃 인스턴트,TINKERER,,6,0.0,-1,-1,,,0,0,1,Instant,7.0,17,33,,,,,,,,,,TINKERER,,,,,,0,,1000094480,회피용도로도 사용할 수 있는 포스 아웃입니다.,회피용도로도 사용할 수 있는 포스 아웃입니다.,,2,1404,None
