MID,SkillIndex,StartSuperArmor,SkillName,SkillNeedClass,SkillTreeSlotIndex,SkillLevel,FeeMP,RequireWeapon1,RequireWeapon2,weapon 1,weapon 2,SkillType,DurationType,TargetType,SkillTypeInfo,SkillCooldown,SkillMaxLevel,RequireCharLevel,RequiredSkill_1,RequiredSkill_1_name,RequiredSkill_1_lvl,RequiredSkill_2,RequiredSkill_2_name,RequiredSkill_2_lvl,RequiredSkill_3,RequiredSkill_3_name,RequiredSkill_3_lvl,class0,class1,class2,RequireClass0SP,RequireClass1SP,RequireClass2SP,RequireSP,ChangeSkillIndex,SkillExplanationID,SkillExplanationAll,SkillExplanation,SkillExplanationPara,SPMaxLevel,IconImageIndex,Element
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,1,0.0,-1,-1,,,0,0,1,Instant,5.0,15,32,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,2,0.0,-1,-1,,,0,0,1,Instant,5.0,15,35,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,3,0.0,-1,-1,,,0,0,1,Instant,5.0,15,38,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,4,0.0,-1,-1,,,0,0,1,Instant,5.0,15,41,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,5,0.0,-1,-1,,,0,0,1,Instant,5.0,15,44,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,6,0.0,-1,-1,,,0,0,1,Instant,5.0,15,47,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,7,0.0,-1,-1,,,0,0,1,Instant,5.0,15,50,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,8,0.0,-1,-1,,,0,0,1,Instant,5.0,15,53,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,9,0.0,-1,-1,,,0,0,1,Instant,5.0,15,56,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,10,0.0,-1,-1,,,0,0,1,Instant,5.0,15,59,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,11,0.0,-1,-1,,,0,0,1,Instant,5.0,15,62,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,12,0.0,-1,-1,,,0,0,1,Instant,5.0,15,65,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,13,0.0,-1,-1,,,0,0,1,Instant,5.0,15,68,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,14,0.0,-1,-1,,,0,0,1,Instant,5.0,15,71,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000079001,1223,-2146826240.0,페이탈 가이디드 샷,WARDEN,,15,0.0,-1,-1,,,0,0,1,Instant,5.0,15,74,,,,,,,,,,ARCHER,SHARPSHOOTER,WARDEN,,,,0,,1000079244,강력한 가이디드 샷입니다.,강력한 가이디드 샷입니다.,,0,0,None
1000088921,1230,-2146826240.0,Windforce,SHARPSHOOTER,,1,44.4,-1,-1,,,1,0,1,Passive,5.0,21,15,,,,,,,,,,ARCHER,SHARPSHOOTER,,,,,0,,1000088906,This is a Finisher created with Wind Arrows.,This is a Finisher created with Wind Arrows.,,2,203,None
1000088921,1230,-2146826240.0,Windforce,SHARPSHOOTER,,2,44.4,-1,-1,,,1,0,1,Passive,5.0,21,18,,,,,,,,,,ARCHER,SHARPSHOOTER,,,,,0,,1000088906,This is a Finisher created with Wind Arrows.,This is a Finisher created with Wind Arrows.,,2,203,None
1000088921,1230,-2146826240.0,Windforce,SHARPSHOOTER,,3,44.4,-1,-1,,,1,0,1,Passive,5.0,21,21,,,,,,,,,,ARCHER,SHARPSHOOTER,,,,,0,,1000088906,This is a Finisher created with Wind Arrows.,This is a Finisher created with Wind Arrows.,,2,203,None
