MID,SkillIndex,StartSuperArmor,SkillName,SkillNeedClass,SkillTreeSlotIndex,SkillLevel,FeeMP,RequireWeapon1,RequireWeapon2,weapon 1,weapon 2,SkillType,DurationType,TargetType,SkillTypeInfo,SkillCooldown,SkillMaxLevel,RequireCharLevel,RequiredSkill_1,RequiredSkill_1_name,RequiredSkill_1_lvl,RequiredSkill_2,RequiredSkill_2_name,RequiredSkill_2_lvl,RequiredSkill_3,RequiredSkill_3_name,RequiredSkill_3_lvl,class0,class1,class2,RequireClass0SP,RequireClass1SP,RequireClass2SP,RequireSP,ChangeSkillIndex,SkillExplanationID,SkillExplanationAll,SkillExplanation,SkillExplanationPara,SPMaxLevel,IconImageIndex,Element
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,1,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,50,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,2,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,53,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,3,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,56,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,4,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,59,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,5,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,62,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,6,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,65,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,7,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,68,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,8,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,71,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,9,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,74,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
1000093853,7110,1.0,Charging Sweep + Instance,DRAGOON,,10,0.0,25,-1,Spear,,0,0,1,Instant,32.0,13,77,,,,,,,,,,LENCEA,LANCER,DRAGOON,,,,0,,1000094206,Charging Sweep can be used quickly.,Charging Sweep can be used quickly.,,0,2030,None
